flight_id,People_on_a_board,average_sum
191439,5,61000.00
191440,24,295200.00
191441,18,222000.00
191442,23,283000.00
191443,21,258600.00
191444,13,158600.00
191445,21,256200.00
191446,10,122000.00
191447,13,161000.00
191448,10,122000.00
191449,29,356200.00
191450,20,245200.00
191451,18,219600.00
191452,18,220800.00
191453,20,246400.00
191454,16,197600.00
191455,10,124400.00
191456,20,248800.00
191457,26,319600.00
191458,26,319600.00
191459,25,306200.00
191460,29,356200.00
191461,14,170800.00
191462,22,270800.00
191463,26,318400.00
191464,16,198800.00
191465,25,308600.00
191466,17,211000.00
191467,14,173200.00
191468,17,211000.00
191469,21,258600.00
191470,19,234200.00
191471,28,345200.00
191472,32,395200.00
191473,19,233000.00
191474,31,383000.00
191475,12,147600.00
191476,18,220800.00
191477,16,196400.00
191478,26,320800.00
191479,19,234200.00
191480,13,159800.00
191481,28,344000.00
191482,18,222000.00
191483,33,405000.00
191484,21,257400.00
191485,29,358600.00
191486,22,270800.00
191487,18,220800.00
191488,25,307400.00
191489,19,233000.00
191490,16,196400.00
191491,15,185400.00
191492,33,405000.00
191493,23,283000.00
191494,22,269600.00
191495,22,269600.00
191496,19,234200.00
191497,19,234200.00
191498,15,183000.00
191499,17,209800.00
191500,11,137800.00
191501,16,196400.00
191502,16,197600.00
191503,15,184200.00
191504,18,219600.00
191505,21,259800.00
191506,30,368400.00
191507,25,309800.00
191508,17,209800.00
191509,17,207400.00
191510,19,235400.00
191511,17,208600.00
191512,15,184200.00
191513,33,406200.00
191514,23,284200.00
191515,21,259800.00
191516,25,307400.00
191517,20,247600.00
191518,19,235400.00
191519,18,220800.00
191520,31,381800.00
191521,22,270800.00
191522,24,296400.00
191523,32,394000.00
191524,20,248800.00
191525,10,123200.00
191526,23,284200.00
191527,18,220800.00
191528,24,295200.00
191529,13,158600.00
191530,29,356200.00
191531,16,197600.00
191532,18,222000.00
191533,21,258600.00
191534,17,207400.00
191535,18,223200.00
191536,8,100000.00
191537,25,309800.00
191538,23,284200.00
191539,23,284200.00
191540,20,246400.00
191542,20,245200.00
191543,23,283000.00
191544,19,233000.00
191545,20,247600.00
191546,22,272000.00
191547,26,318400.00
191548,22,270800.00
191549,29,357400.00
191550,21,259800.00
191551,28,344000.00
191552,14,172000.00
191553,15,184200.00
191554,27,329400.00
191555,24,297600.00
191556,27,331800.00
191557,30,370800.00
191558,18,220800.00
191559,15,183000.00
191560,11,135400.00
191561,18,223200.00
191562,18,228900.00
191563,21,266400.00
191564,22,278900.00
191565,26,328900.00
191566,13,165100.00
191567,23,292700.00
191568,23,292700.00
191569,18,226300.00
191570,17,215100.00
191571,18,225000.00
191572,27,340100.00
191573,12,151300.00
191574,20,253900.00
191575,14,177600.00
191576,15,188800.00
191577,14,175000.00
191578,21,265100.00
191579,27,341400.00
191580,12,151300.00
191581,3,38800.00
191582,14,177600.00
191583,17,215100.00
191584,19,242700.00
191585,16,200000.00
191586,26,327600.00
191587,27,341400.00
191588,24,303900.00
191589,16,200000.00
191590,13,165100.00
191591,18,226300.00
191592,23,290100.00
191593,19,237500.00
191594,16,200000.00
191595,23,288800.00
191596,17,212500.00
191597,20,251300.00
191598,20,252600.00
191599,22,278900.00
191600,12,151300.00
191601,17,215100.00
191602,23,288800.00
191603,17,215100.00
191604,18,225000.00
191605,19,238800.00
191606,17,213800.00
191607,16,201300.00
191608,11,137500.00
191609,23,290100.00
191610,26,327600.00
191611,10,126300.00
191612,21,265100.00
191613,23,291400.00
191614,22,278900.00
191615,32,401300.00
191616,15,190100.00
191617,27,341400.00
191618,14,176300.00
191619,18,225000.00
191620,17,212500.00
191621,12,150000.00
191622,16,201300.00
191623,7,88800.00
191624,22,276300.00
191625,22,276300.00
191626,20,250000.00
191627,19,238800.00
191628,20,250000.00
191629,13,165100.00
191630,16,200000.00
191631,11,140100.00
191632,18,225000.00
191633,17,215100.00
191634,12,150000.00
191635,23,288800.00
191636,18,226300.00
191637,14,176300.00
191638,23,290100.00
191639,21,263800.00
191640,26,327600.00
191641,15,191400.00
191642,21,263800.00
191643,9,115100.00
191644,19,240100.00
191645,22,278900.00
191646,17,215100.00
191647,15,191400.00
191648,26,328900.00
191649,21,266400.00
191650,22,276300.00
191651,27,341400.00
191652,14,176300.00
191653,23,291400.00
191654,17,216400.00
191655,19,240100.00
191656,21,265100.00
191657,19,240100.00
191658,14,175000.00
191659,13,163800.00
191660,21,262500.00
191661,16,200000.00
191662,20,250000.00
191663,20,252600.00
191664,7,88800.00
191665,25,315100.00
191666,20,252600.00
191667,17,212500.00
191668,18,227600.00
191669,14,175000.00
191670,26,326300.00
191671,20,251300.00
191672,21,265100.00
191673,17,212500.00
191674,10,125000.00
191675,17,213800.00
191676,21,265100.00
191677,18,226300.00
191678,15,187500.00
191679,24,301300.00
191680,16,202600.00
191681,10,127600.00
191682,17,215100.00
191683,22,277600.00
191684,7,88800.00
191685,22,276300.00
191686,18,226300.00
191687,18,226300.00
191688,27,338800.00
191689,23,290100.00
191690,13,163800.00
191691,21,263800.00
191692,14,177600.00
191693,13,165100.00
191694,25,316400.00
191695,23,290100.00
191696,14,175000.00
191697,15,188800.00
191698,26,327600.00
191699,13,163800.00
191700,20,250000.00
191701,12,151300.00
191702,17,215100.00
191703,15,191400.00
191704,19,238800.00
191705,14,176300.00
191706,1,12500.00
191707,14,175000.00
191708,10,126300.00
191709,14,175000.00
191710,19,238800.00
191711,22,277600.00
191712,13,163800.00
191713,12,152600.00
191714,21,266400.00
191715,17,212500.00
191716,16,203900.00
191717,19,240100.00
191718,20,250000.00
191719,15,187500.00
191720,17,213800.00
191721,14,175000.00
191722,11,137500.00
191723,19,240100.00
191725,30,377600.00
191726,12,152600.00
191727,15,188800.00
191728,21,263800.00
191729,22,276300.00
191730,18,226300.00
191731,21,265100.00
191732,16,201300.00
191733,24,302600.00
191734,29,366400.00
191735,13,162500.00
191736,18,227600.00
191737,17,215100.00
191738,14,175000.00
191739,19,238800.00
191740,23,290100.00
191741,20,251300.00
191742,26,326300.00
191743,15,187500.00
191744,15,190100.00
191745,19,238800.00
191746,20,251300.00
191747,27,338800.00
191748,24,301300.00
191749,17,216400.00
191750,18,226300.00
191751,25,316400.00
191752,18,227600.00
191753,15,188800.00
191754,16,202600.00
191755,12,150000.00
191756,19,238800.00
191757,12,153900.00
191759,16,202600.00
191760,13,165100.00
191761,27,338800.00
191762,17,213800.00
191763,21,266400.00
191764,19,238800.00
191765,18,226300.00
191766,16,205200.00
191767,19,241400.00
191768,10,126300.00
191769,22,277600.00
191770,17,213800.00
191771,28,351300.00
191772,22,276300.00
191773,16,200000.00
191774,17,216400.00
191775,16,202600.00
191776,17,213800.00
191777,21,265100.00
191778,15,188800.00
191779,14,176300.00
191780,21,265100.00
191781,14,175000.00
191782,19,240100.00
191783,20,251300.00
191784,18,228900.00
191785,25,315100.00
191786,13,162500.00
191787,23,288800.00
191788,14,175000.00
191789,19,240100.00
191790,17,213800.00
191791,16,205200.00
191792,21,267700.00
191793,19,238800.00
191794,12,150000.00
191795,19,238800.00
191796,20,252600.00
191797,20,250000.00
191798,17,216400.00
191799,17,212500.00
191800,12,150000.00
191801,20,253900.00
191802,20,252600.00
191803,20,252600.00
191804,17,215100.00
191805,7,87500.00
191806,21,266400.00
191807,22,280200.00
191808,18,227600.00
191809,16,203900.00
191811,14,177600.00
191812,14,175000.00
191813,23,290100.00
191814,13,163800.00
191815,23,288800.00
191816,18,227600.00
191817,7,87500.00
191818,19,238800.00
191819,14,176300.00
191820,15,190100.00
191821,22,276300.00
191822,17,213800.00
191823,27,341400.00
191824,20,250000.00
191825,15,188800.00
191826,24,302600.00
191827,20,252600.00
191828,15,187500.00
191829,13,163800.00
191830,16,202600.00
191831,20,252600.00
191832,16,203900.00
191833,17,213800.00
191834,13,162500.00
191835,28,352600.00
191836,13,163800.00
191837,15,188800.00
191838,17,215100.00
191839,18,227600.00
191840,16,202600.00
191841,7,87500.00
191842,18,227600.00
191843,27,338800.00
191844,27,341400.00
191845,23,291400.00
191846,19,240100.00
191847,29,366400.00
191848,19,240100.00
191849,16,201300.00
191850,24,302600.00
191851,21,265100.00
191852,20,250000.00
191853,14,175000.00
191854,17,213800.00
191855,15,190100.00
191856,27,340100.00
191857,16,203900.00
191858,9,113800.00
191859,18,227600.00
191860,19,240100.00
191862,8,100000.00
191863,25,316400.00
191864,20,251300.00
191865,18,227600.00
191866,18,226300.00
191867,25,315100.00
191868,24,301300.00
191869,24,302600.00
191870,20,250000.00
191871,15,190100.00
191872,15,188800.00
191873,16,202600.00
191874,14,176300.00
191875,15,188800.00
191876,15,190100.00
191877,11,137500.00
191878,22,276300.00
191879,14,176300.00
191880,16,200000.00
191881,22,278900.00
191882,19,241400.00
191883,15,188800.00
191884,17,215100.00
191885,18,228900.00
191886,23,288800.00
191887,16,201300.00
191888,27,340100.00
191889,7,88800.00
191890,13,162500.00
191891,15,190100.00
191892,16,201300.00
191893,16,200000.00
191894,18,226300.00
191895,17,213800.00
191896,21,263800.00
191897,22,278900.00
191898,17,213800.00
191899,23,287500.00
191900,21,266400.00
191901,16,203900.00
191902,19,238800.00
191903,21,263800.00
191904,14,175000.00
191905,22,278900.00
191906,17,213800.00
191907,17,213800.00
191908,22,277600.00
191909,22,278900.00
191910,18,225000.00
191911,17,213800.00
191912,21,263800.00
191913,19,238800.00
191914,17,212500.00
191915,21,263800.00
191916,21,262500.00
191917,19,240100.00
191918,17,213800.00
191919,17,213800.00
191920,11,138800.00
191921,23,290100.00
191922,15,188800.00
191923,16,200000.00
191924,18,228900.00
191926,25,316400.00
191927,12,153900.00
191928,12,150000.00
191929,22,276300.00
191930,20,252600.00
191931,25,312500.00
191932,13,163800.00
191933,17,213800.00
191934,14,175000.00
191935,14,176300.00
191936,29,365100.00
191937,22,275000.00
191938,16,201300.00
191939,22,276300.00
191940,15,187500.00
191941,15,188800.00
191942,23,290100.00
191943,26,327600.00
191944,24,303900.00
191945,13,166400.00
191946,11,138800.00
191947,17,215100.00
191948,15,190100.00
191949,21,263800.00
191950,13,165100.00
191951,19,240100.00
191952,22,275000.00
191953,13,163800.00
191954,15,188800.00
191955,14,176300.00
191956,13,165100.00
191957,23,290100.00
191958,23,411100.00
191959,16,284800.00
191960,15,268700.00
191961,15,272100.00
191962,14,250900.00
191963,24,427200.00
191964,20,361100.00
191965,17,304300.00
191966,16,284800.00
191967,23,411100.00
191968,19,338200.00
191969,13,234800.00
191970,19,339900.00
191971,24,430600.00
191972,20,357700.00
191973,25,446700.00
191974,16,289900.00
191975,14,254300.00
191976,17,304300.00
191977,22,393300.00
191978,22,393300.00
191979,11,197500.00
191980,15,268700.00
191981,20,357700.00
191982,19,339900.00
191983,15,270400.00
191984,21,375500.00
191985,20,357700.00
191986,10,178000.00
191987,14,250900.00
191988,16,286500.00
191989,15,268700.00
191990,12,213600.00
191991,21,378900.00
191992,16,286500.00
191993,16,286500.00
191994,17,306000.00
191995,20,359400.00
191996,23,412800.00
191997,14,250900.00
191998,17,304300.00
191999,19,341600.00
192000,19,339900.00
192001,21,375500.00
192002,21,377200.00
192003,32,571300.00
192004,24,430600.00
192006,15,267000.00
192007,21,378900.00
192008,6,108500.00
192009,18,323800.00
192010,7,124600.00
192011,21,378900.00
192012,21,378900.00
192013,25,448400.00
192014,20,356000.00
192015,14,250900.00
192016,22,393300.00
192017,19,339900.00
192018,25,448400.00
192019,22,395000.00
192020,19,341600.00
192021,10,179700.00
192022,19,339900.00
192023,23,411100.00
192024,20,359400.00
192025,11,195800.00
192026,18,322100.00
192027,9,160200.00
192028,21,377200.00
192029,20,361100.00
192030,19,341600.00
192031,15,268700.00
192032,16,288200.00
192033,14,252600.00
192034,17,304300.00
192035,16,286500.00
192036,5,89000.00
192037,15,267000.00
192038,22,391600.00
192039,20,359400.00
192040,24,432300.00
192041,14,250900.00
192042,21,377200.00
192043,21,378900.00
192044,31,556900.00
192045,7,124600.00
192046,22,393300.00
192047,13,234800.00
192048,18,322100.00
192049,13,231400.00
192050,19,341600.00
192051,20,361100.00
192052,28,503500.00
192053,14,249200.00
192054,21,378900.00
192055,13,233100.00
192056,14,250900.00
192057,17,302600.00
192058,14,249200.00
192059,17,306000.00
192060,19,339900.00
192061,14,249200.00
192062,13,234800.00
192063,13,231400.00
192064,17,304300.00
192065,22,393300.00
192066,23,414500.00
192067,20,356000.00
192068,14,250900.00
192069,20,362800.00
192070,20,359400.00
192071,26,469600.00
192072,21,377200.00
192073,21,375500.00
192074,13,231400.00
192075,21,377200.00
192076,21,375500.00
192077,25,448400.00
192078,25,451800.00
192079,20,357700.00
192080,20,357700.00
192081,22,393300.00
192082,16,286500.00
192083,20,357700.00
192084,24,428900.00
192085,14,249200.00
192086,21,373800.00
192087,18,322100.00
192088,11,195800.00
192089,14,250900.00
192090,15,267000.00
192091,14,250900.00
192092,29,521300.00
192093,14,252600.00
192094,17,304300.00
192095,19,341600.00
192096,13,236500.00
192097,26,466200.00
192098,23,412800.00
192099,16,286500.00
192100,8,142400.00
192101,21,378900.00
192102,14,252600.00
192103,20,359400.00
192104,14,250900.00
192105,14,250900.00
192106,15,268700.00
192107,20,356000.00
192108,16,288200.00
192109,24,428900.00
192110,21,377200.00
192111,12,213600.00
192112,18,322100.00
192113,22,395000.00
192114,16,289900.00
192115,17,304300.00
192116,10,178000.00
192117,22,393300.00
192118,14,249200.00
192119,19,339900.00
192120,25,446700.00
192121,29,521300.00
192122,14,252600.00
192123,14,250900.00
192124,19,338200.00
192125,6,108500.00
192126,23,412800.00
192127,19,341600.00
192185,16,226800.00
192186,26,366800.00
192187,18,252000.00
192188,22,312200.00
192189,23,324800.00
192190,19,267400.00
192191,24,338800.00
192192,20,284200.00
192193,24,336000.00
192194,18,253400.00
192195,24,340200.00
192196,21,296800.00
192197,23,326200.00
192198,4,56000.00
192199,17,240800.00
192200,15,211400.00
192201,18,253400.00
192202,16,224000.00
192203,18,254800.00
192204,19,267400.00
192205,19,267400.00
192206,29,408800.00
192207,18,256200.00
192208,28,394800.00
192209,23,323400.00
192210,28,394800.00
192211,25,354200.00
192212,27,382200.00
192213,18,254800.00
192214,17,239400.00
192215,18,253400.00
192216,18,254800.00
192217,16,226800.00
192218,16,226800.00
192219,21,294000.00
192220,20,282800.00
192221,25,350000.00
192222,21,296800.00
192223,16,226800.00
192224,16,224000.00
192225,22,309400.00
192226,20,280000.00
192227,17,242200.00
192228,6,85400.00
192229,10,141400.00
192230,22,309400.00
192231,24,338800.00
192232,17,239400.00
192233,19,270200.00
192234,18,254800.00
192235,21,296800.00
192236,27,380800.00
192237,18,256200.00
192238,17,239400.00
192239,17,240800.00
192240,21,295400.00
192241,4,56000.00
192242,23,324800.00
192243,15,214200.00
192244,20,282800.00
192245,32,452200.00
192246,22,310800.00
192247,17,238000.00
192248,24,338800.00
192249,22,308000.00
192250,22,310800.00
192251,13,183400.00
192252,26,366800.00
192253,23,326200.00
192254,15,210000.00
192255,15,211400.00
192256,19,268800.00
192257,19,267400.00
192258,22,310800.00
192259,21,296800.00
192260,15,211400.00
192261,20,281400.00
192262,14,197400.00
192263,16,225400.00
192264,17,240800.00
192265,18,254800.00
192266,23,322000.00
192267,17,239400.00
192268,20,282800.00
192269,21,296800.00
192270,26,365400.00
192271,17,240800.00
192272,15,211400.00
192273,22,310800.00
192274,25,355600.00
192275,8,112000.00
192276,7,98000.00
192277,3,42000.00
192278,17,239400.00
192279,21,294000.00
192280,24,337400.00
192281,19,268800.00
192282,16,225400.00
192283,14,197400.00
192284,13,183400.00
192285,19,270200.00
192286,18,253400.00
192287,21,298200.00
192288,15,211400.00
192289,19,267400.00
192290,26,366800.00
192291,16,224000.00
192292,17,239400.00
192293,19,266000.00
192294,30,422800.00
192295,6,86800.00
192296,20,284200.00
192297,25,352800.00
192298,22,310800.00
192299,28,396200.00
192300,26,368200.00
192301,21,295400.00
192302,18,256200.00
192303,20,281400.00
192304,17,239400.00
192305,22,312200.00
192306,25,354200.00
192307,17,239400.00
192308,22,312200.00
192309,18,253400.00
192310,21,295400.00
192311,20,281400.00
192312,20,281400.00
192313,17,242200.00
192314,17,239400.00
192315,26,366800.00
192316,14,198800.00
192317,21,298200.00
192318,26,369600.00
192319,19,268800.00
192320,20,282800.00
192321,15,210000.00
192322,30,424200.00
192323,23,324800.00
192324,20,281400.00
192325,25,352800.00
192326,22,310800.00
192327,27,382200.00
192328,8,112000.00
192329,25,352800.00
192330,18,254800.00
192331,26,365400.00
192332,19,266000.00
192333,22,309400.00
192334,22,309400.00
192335,24,338800.00
192336,30,422800.00
192337,15,214200.00
192338,23,324800.00
192339,21,298200.00
192340,21,296800.00
192341,16,224000.00
192342,23,322000.00
192343,3,43400.00
192344,19,266000.00
192345,22,313600.00
192346,16,226800.00
192347,15,215600.00
192348,13,186200.00
192349,19,270200.00
192350,11,155400.00
192351,24,340200.00
192352,20,282800.00
192353,21,298200.00
192354,23,324800.00
192355,24,337400.00
192356,24,341600.00
192357,19,270200.00
192358,18,256200.00
192359,21,295400.00
192360,21,296800.00
192361,23,324800.00
192362,14,197400.00
192363,21,296800.00
192364,24,340200.00
192365,16,226800.00
192366,20,282800.00
192367,24,340200.00
192369,18,253400.00
192370,22,309400.00
192371,19,268800.00
192372,4,56000.00
192373,23,324800.00
192374,34,480200.00
192375,21,295400.00
192376,17,240800.00
192377,25,352800.00
192378,28,394800.00
192379,23,324800.00
192380,24,337400.00
192381,29,407400.00
192382,24,338800.00
192383,17,240800.00
192384,20,282800.00
192385,29,411600.00
192386,25,354200.00
192387,29,410200.00
192388,17,238000.00
192389,24,338800.00
192390,20,284200.00
192391,13,184800.00
192392,16,226800.00
192393,20,280000.00
192394,15,211400.00
192395,32,453600.00
192396,22,310800.00
192397,15,214200.00
192398,18,253400.00
192399,18,252000.00
192400,12,172200.00
192401,19,267400.00
192402,27,383600.00
192403,17,238000.00
192404,17,240800.00
192405,14,196000.00
192406,14,198800.00
192407,21,296800.00
192408,16,226800.00
192409,20,280000.00
192410,26,366800.00
192411,25,352800.00
192412,21,298200.00
192413,9,127400.00
192414,22,309400.00
192415,22,310800.00
192416,24,338800.00
192417,7,99400.00
192418,15,211400.00
192419,18,254800.00
192420,17,240800.00
192421,15,210000.00
192422,14,197400.00
192423,18,254800.00
192424,17,238000.00
192425,15,211400.00
192426,18,256200.00
192427,19,267400.00
192428,16,224000.00
192429,26,366800.00
192430,20,281400.00
192431,13,183400.00
192432,30,422800.00
192433,21,296800.00
192434,26,368200.00
192435,27,379400.00
192436,23,324800.00
192437,20,282800.00
192438,18,254800.00
192439,27,383600.00
192440,16,228200.00
192441,23,324800.00
192442,17,240800.00
192443,20,284200.00
192444,22,309400.00
192445,23,322000.00
192446,21,295400.00
192447,18,253400.00
192448,13,182000.00
192449,19,266000.00
192450,11,154000.00
192451,20,281400.00
192452,19,266000.00
192453,27,383600.00
192454,21,296800.00
192455,20,281400.00
192456,21,294000.00
192457,22,309400.00
192458,12,168000.00
192459,21,295400.00
192460,22,310800.00
192461,22,310800.00
192462,21,295400.00
192463,21,298200.00
192464,16,226800.00
192465,27,379400.00
192466,33,467600.00
192467,24,340200.00
192468,22,309400.00
192469,21,295400.00
192470,18,252000.00
192471,16,225400.00
192472,19,267400.00
192473,32,449400.00
192474,22,309400.00
192475,24,336000.00
192476,19,267400.00
192477,24,338800.00
192478,21,295400.00
192479,20,280000.00
192480,26,368200.00
192481,16,225400.00
192482,19,270200.00
192483,16,224000.00
192484,15,211400.00
192485,30,424200.00
192486,17,239400.00
192487,22,308000.00
192488,18,253400.00
192489,17,242200.00
192490,25,352800.00
192491,19,267400.00
192492,17,240800.00
192493,20,282800.00
192494,23,323400.00
192495,19,268800.00
192496,14,198800.00
192497,17,239400.00
192498,26,366800.00
192499,16,225400.00
192500,25,352800.00
192501,27,380800.00
192502,13,183400.00
192503,14,196000.00
192504,22,310800.00
192505,19,270200.00
192506,18,253400.00
192507,19,267400.00
192508,26,366800.00
192509,25,351400.00
192510,19,268800.00
192511,20,281400.00
192512,18,254800.00
192513,24,340200.00
192514,24,340200.00
192515,19,266000.00
192516,21,294000.00
192517,18,256200.00
192518,26,368200.00
192519,13,182000.00
192520,23,324800.00
192521,22,309400.00
192522,22,309400.00
192523,19,267400.00
192524,15,211400.00
192525,34,480200.00
192526,20,281400.00
192527,20,280000.00
192528,28,394800.00
192529,21,295400.00
192530,12,168000.00
192531,17,239400.00
192532,18,252000.00
192533,19,268800.00
192534,26,368200.00
192535,26,368200.00
192536,20,281400.00
192537,22,308000.00
192538,2,28000.00
192539,15,210000.00
192540,26,366800.00
192541,12,169400.00
192542,25,352800.00
192543,19,268800.00
192544,10,140000.00
192545,20,281400.00
192546,25,354200.00
192547,19,267400.00
192548,17,239400.00
192549,30,422800.00
192550,18,254800.00
192551,17,240800.00
192552,21,298200.00
192553,24,337400.00
192554,15,211400.00
192555,5,70000.00
192556,16,226800.00
192557,14,196000.00
192558,10,141400.00
192559,11,155400.00
192560,25,354200.00
192561,18,257600.00
192562,10,141400.00
192563,18,254800.00
192564,9,127400.00
192565,16,225400.00
192566,20,281400.00
192567,23,326200.00
192568,22,310800.00
192569,26,366800.00
192570,12,170800.00
192571,18,253400.00
192572,23,323400.00
192573,18,252000.00
192574,15,214200.00
192575,19,267400.00
192576,19,268800.00
192577,16,225400.00
192578,33,464800.00
192579,26,365400.00
192580,23,322000.00
192581,20,315000.00
192582,19,297900.00
192583,17,266700.00
192584,19,300900.00
192585,20,315000.00
192586,19,297900.00
192587,22,343200.00
192588,1,15600.00
192589,21,327600.00
192590,20,313500.00
192591,23,360300.00
192592,16,251100.00
192593,21,332100.00
192594,20,316500.00
192595,17,265200.00
192596,18,283800.00
192597,22,346200.00
192598,21,329100.00
192599,17,265200.00
192600,20,316500.00
192601,20,313500.00
192602,21,330600.00
192603,21,330600.00
192604,21,329100.00
192605,17,268200.00
192606,18,280800.00
192608,21,332100.00
192609,16,252600.00
192611,16,251100.00
192612,16,254100.00
192613,20,315000.00
192614,16,251100.00
192615,19,300900.00
192616,18,282300.00
192618,19,297900.00
192619,21,330600.00
192620,16,254100.00
192621,21,327600.00
192622,19,297900.00
192624,21,329100.00
192625,18,280800.00
192626,21,329100.00
192627,20,315000.00
192628,18,283800.00
192629,20,315000.00
192630,20,315000.00
192631,21,330600.00
192632,20,316500.00
192633,21,330600.00
192634,17,266700.00
192635,17,269700.00
192636,20,312000.00
192637,20,313500.00
192638,16,252600.00
192639,20,316500.00
192640,18,282300.00
192641,20,313500.00
192642,21,329100.00
192643,20,315000.00
192644,19,299400.00
192645,21,332100.00
192647,21,327600.00
192648,19,300900.00
192649,19,296400.00
192650,21,329100.00
192651,14,221400.00
192652,18,283800.00
192653,17,268200.00
192654,17,268200.00
192655,19,300900.00
192656,19,297900.00
192657,21,330600.00
192658,21,327600.00
192659,19,299400.00
192660,19,299400.00
192661,17,266700.00
192662,18,283800.00
192663,18,285300.00
192664,19,296400.00
192665,21,329100.00
192666,19,296400.00
192667,20,312000.00
192668,16,251100.00
192669,19,299400.00
192670,17,266700.00
192671,17,269700.00
192672,16,254100.00
192673,17,268200.00
192674,19,299400.00
192675,21,327600.00
192676,16,251100.00
192677,18,282300.00
192678,20,315000.00
192679,21,332100.00
192680,23,364800.00
192681,21,332100.00
192682,22,344700.00
192683,17,266700.00
192684,17,266700.00
192685,22,346200.00
192686,14,218400.00
192687,19,297900.00
192688,21,332100.00
192689,19,297900.00
192690,19,302400.00
192691,19,300900.00
192692,18,283800.00
192693,21,330600.00
192694,21,330600.00
192695,18,280800.00
192696,21,329100.00
192697,18,282300.00
192698,21,330600.00
192699,19,299400.00
192700,18,280800.00
192701,20,315000.00
192702,18,282300.00
192703,17,266700.00
192704,10,156000.00
192705,20,313500.00
192706,18,280800.00
192707,18,285300.00
192708,20,315000.00
192709,18,282300.00
192710,20,313500.00
192711,20,318000.00
192712,15,238500.00
192713,17,268200.00
192714,25,391500.00
192715,22,344700.00
192716,20,315000.00
192717,18,282300.00
192718,21,330600.00
192719,20,313500.00
192720,18,282300.00
192721,20,316500.00
192722,20,316500.00
192723,17,265200.00
192724,16,249600.00
192725,17,269700.00
192726,20,316500.00
192727,20,313500.00
192728,23,363300.00
192729,19,297900.00
192730,15,235500.00
192731,20,313500.00
192732,22,346200.00
192733,18,280800.00
192734,22,346200.00
192735,14,219900.00
192736,20,315000.00
192737,18,282300.00
192738,18,283800.00
192739,17,266700.00
192740,18,283800.00
192741,21,329100.00
192742,17,268200.00
192743,15,235500.00
192744,18,282300.00
192745,18,280800.00
192746,22,346200.00
192747,17,269700.00
192748,22,347700.00
192749,19,299400.00
192750,20,312000.00
192751,20,312000.00
192752,16,252600.00
192753,18,283800.00
192754,19,299400.00
192755,21,330600.00
192756,20,313500.00
192757,21,329100.00
192758,19,299400.00
192759,11,173100.00
192760,22,346200.00
192761,21,329100.00
192762,19,300900.00
192763,16,251100.00
192764,17,266700.00
192765,18,283800.00
192766,16,249600.00
192767,19,302400.00
192768,20,316500.00
192769,18,283800.00
192770,23,360300.00
192771,20,313500.00
192772,17,268200.00
192774,15,235500.00
192775,24,374400.00
192776,14,222900.00
192777,21,330600.00
192778,16,251100.00
192779,15,237000.00
192780,15,235500.00
192781,18,282300.00
192782,18,280800.00
192783,23,363300.00
192784,21,329100.00
192785,18,285300.00
192786,17,268200.00
192787,21,330600.00
192788,19,297900.00
192789,18,282300.00
192790,19,296400.00
192791,20,315000.00
192792,14,224400.00
192793,17,266700.00
192794,20,315000.00
192795,18,283800.00
192796,20,313500.00
192797,22,344700.00
192798,18,282300.00
192799,19,297900.00
192800,18,285300.00
192801,34,536400.00
192802,19,297900.00
192803,23,360300.00
192804,20,315000.00
192805,17,266700.00
192806,20,312000.00
192807,17,266700.00
192808,18,282300.00
192809,20,313500.00
192810,21,330600.00
192811,18,282300.00
192812,19,300900.00
192813,19,299400.00
192814,20,313500.00
192815,20,316500.00
192816,20,313500.00
192817,14,218400.00
192818,20,315000.00
192819,20,313500.00
192820,19,297900.00
192821,16,251100.00
192822,19,300900.00
192823,20,316500.00
192824,18,285300.00
192825,18,283800.00
192826,19,299400.00
192827,18,282300.00
192828,21,330600.00
192829,18,280800.00
192830,22,344700.00
192831,22,346200.00
192832,19,297900.00
192833,20,315000.00
192834,18,283800.00
192835,20,316500.00
192836,19,299400.00
192837,19,299400.00
192838,19,299400.00
192839,16,254100.00
192840,12,190200.00
192841,16,249600.00
192842,15,237000.00
192843,19,297900.00
192844,21,330600.00
192845,19,300900.00
192846,17,271200.00
192847,15,235500.00
192848,21,330600.00
192849,19,297900.00
192850,19,297900.00
192851,20,316500.00
192852,20,313500.00
192853,21,332100.00
192855,20,315000.00
192856,21,327600.00
192857,16,252600.00
192858,18,283800.00
192859,23,361800.00
192860,15,235500.00
192861,19,299400.00
192862,19,297900.00
192864,20,315000.00
192865,18,285300.00
192866,19,297900.00
192867,21,329100.00
192868,16,249600.00
192869,19,299400.00
192870,15,237000.00
192871,22,347700.00
192872,19,299400.00
192873,22,347700.00
192874,20,313500.00
192875,21,329100.00
192876,20,313500.00
192877,20,315000.00
192878,23,361800.00
192879,18,286800.00
192880,21,330600.00
192881,20,315000.00
192882,21,330600.00
192883,19,300900.00
192884,15,234000.00
192885,19,296400.00
192886,22,344700.00
192887,21,329100.00
192888,17,268200.00
192889,17,265200.00
192890,18,282300.00
192891,21,329100.00
192892,16,249600.00
192893,24,374400.00
192894,17,265200.00
192895,6,95100.00
192897,18,280800.00
192898,19,296400.00
192899,20,316500.00
192900,20,312000.00
192901,19,297900.00
192902,14,222900.00
192903,18,282300.00
192904,16,252600.00
192905,18,280800.00
192906,21,330600.00
192907,19,297900.00
192908,19,297900.00
192909,24,377400.00
192910,20,313500.00
